,vid_name,labeled_SVO_ts,labeled_train_SVO_ts
546,s02e11_seg02_clip_14,"[('Penny', 'give', 'napkin'), ('Leonard', 'shake', 'head'), ('Leonard', 'sit', 'down')]","[(2, 31, 10), (0, 38, 13), (1, 30, 10)]"
547,s02e11_seg02_clip_15,"[('Sheldon', 'get', 'autograph'), ('Penny', 'wear', 'a santa claus hat'), ('Sheldon', 'receive', 'autograph'), ('Leonard', 'hold', 'mug'), ('Penny', 'put', 'hand'), ('Penny', 'give', 'gift')]","[(1, 17, 10), (2, 9, 1), (1, 11, 10), (0, 41, 12), (2, 2, 13), (2, 31, 10)]"
548,s02e11_seg02_clip_16,"[('Leonard', 'sit', 'couch'), ('Penny', 'wear', 'hat'), ('Penny', 'sit', 'couch'), ('Sheldon', 'hug', 'Penny'), ('Leonard', 'hold', 'mug'), ('Sheldon', 'carry', 'gift baskets'), ('Sheldon', 'hold', 'face'), ('Sheldon', 'hold', 'Penny')]","[(0, 14, 0), (2, 9, 1), (2, 14, 0), (0, 41, 12), (1, 6, 1), (1, 41, 13), (1, 41, 5), (1, 31, 21)]"
549,s02e12_seg01_clip_00,"[('Howard', 'give', 'name')]","[(3, 31, 10)]"
550,s02e12_seg01_clip_01,"[('Leonard', 'put', 'goggles'), ('Penny', 'hold', 'cell phone')]","[(0, 2, 12), (2, 41, 8)]"
551,s02e12_seg02_clip_00,"[('Sheldon', 'polish', 'robot')]","[(3, 27, 8)]"
552,s02e12_seg02_clip_01,"[('Leonard', 'hold', 'remote controller')]","[(0, 41, 8)]"
553,s02e12_seg02_clip_02,"[('Penny', 'hold', 'phone'), ('Raj', 'sit', 'chair'), ('Raj', 'whisper', 'Leonard'), ('Sheldon', 'watch', 'Howard'), ('Leonard', 'watch', 'Penny'), ('Leonard', 'watch', 'Howard'), ('Raj', 'watch', 'Howard'), ('Sheldon', 'watch', 'Penny')]","[(2, 41, 8), (4, 14, 0), (1, 19, 5), (0, 19, 5), (0, 19, 5), (4, 19, 5), (1, 19, 5), (4, 19, 5)]"
554,s02e12_seg02_clip_03,"[('Raj', 'sit', 'couch'), ('Leonard', 'sit', 'couch'), ('Penny', 'glare', 'Leonard'), ('Penny', 'glare', 'Raj')]","[(4, 14, 0), (0, 14, 0), (3, 14, 0), (4, 14, 0)]"
555,s02e12_seg02_clip_04,"[('Howard', 'toss', 'magazine'), ('Howard', 'sit', 'bed'), ('Kripke', 'hold', 'hand')]","[(3, 8, 2), (3, 14, 0), (0, 40, 8)]"
556,s02e12_seg02_clip_05,"[('Kripke', 'hold', 'coffee cup'), ('Sheldon', 'stand', 'up')]","[(1, 2, 10), (1, 2, 13)]"
557,s02e12_seg02_clip_06,"[('Leonard', 'hold', 'Paper'), ('Penny', 'open', 'door'), ('Leonard', 'enter', 'apartment'), ('Kripke', 'hold', 'cup')]","[(0, 41, 2), (2, 30, 0), (0, 17, 0), (0, 4, 0)]"
558,s02e12_seg02_clip_07,"[('Penny', 'give', 'look')]","[(2, 31, 23)]"
559,s02e12_seg02_clip_08,[],[]
560,s02e12_seg02_clip_09,[],[]
561,s02e12_seg02_clip_10,"[('Leonard', 'watch', 'video'), ('Penny', 'leave', 'room'), ('Penny', 'enter', 'room'), ('Penny', 'hear', 'Howard'), ('Howard', 'open', 'door')]","[(0, 19, 19), (2, 21, 0), (2, 17, 0), (2, 3, 5), (3, 30, 0)]"
562,s02e12_seg02_clip_11,"[('Howard', 'hold', 'tissue'), ('Sheldon', 'watch', 'video'), ('Sheldon', 'discuss', 'Monte'), ('Leonard', 'watch', 'video'), ('Leonard', 'discuss', 'Monte'), ('Raj', 'watch', 'video'), ('Raj', 'discuss', 'Monte'), ('Leonard', 'take', 'sip'), ('Leonard', 'pick', 'glass'), ('Penny', 'sit', 'bed'), ('Howard', 'sit', 'bed'), ('Leonard', 'open', 'refrigerator')]","[(3, 41, 13), (1, 19, 19), (1, 0, 18), (0, 19, 19), (0, 0, 18), (4, 19, 19), (4, 0, 18), (0, 6, 12), (0, 11, 12), (2, 14, 0), (3, 14, 0), (0, 30, 8)]"
563,s02e12_seg02_clip_12,[],[]
564,s02e12_seg02_clip_13,"[('Howard', 'wear', 'robe'), ('Howard', 'kiss', 'Penny')]","[(3, 9, 1), (3, 26, 5)]"
565,s02e12_seg02_clip_14,[],[]
566,s02e12_seg02_clip_15,"[('Leonard', 'shake', 'head'), ('Raj', 'close', 'door')]","[(0, 38, 13), (4, 33, 0)]"
567,s02e12_seg02_clip_16,"[('Howard', 'enter', 'room'), ('Penny', 'enter', 'room')]","[(3, 17, 0), (2, 17, 0)]"
568,s02e12_seg02_clip_17,"[('Howard', 'discuss', 'robots injuries')]","[(3, 0, 22)]"
569,s02e13_seg01_clip_00,"[('Raj', 'eat', 'food'), ('Howard', 'sit', 'table')]","[(4, 24, 12), (3, 14, 10)]"
570,s02e13_seg01_clip_01,[],[]
571,s02e13_seg01_clip_02,"[('Sheldon', 'eat', 'lunch'), ('Leonard', 'hold', 'fork'), ('Sheldon', 'befriend', 'Kripke')]","[(1, 24, 12), (0, 41, 14), (0, 14, 10)]"
572,s02e13_seg02_clip_00,"[('Leonard', 'eat', 'snack'), ('Sheldon', 'finish', 'message'), ('Leonard', 'shake', 'head'), ('Sheldon', 'pour', 'tea'), ('Leonard', 'sit', 'couch')]","[(0, 24, 12), (0, 38, 13), (1, 35, 12), (0, 14, 0), (2, 14, 0)]"
573,s02e13_seg02_clip_01,"[('Penny', 'close', 'laptop'), ('Leonard', 'pick', 'towel'), ('Sheldon', 'knock', 'door'), ('Penny', 'close', 'laptop')]","[(2, 33, 8), (0, 11, 7), (1, 4, 0), (2, 33, 8)]"
574,s02e13_seg02_clip_02,"[('Sheldon', 'ask', 'Penny'), ('Sheldon', 'open', 'door'), ('Sheldon', 'hand', 'paper'), ('Penny', 'flip', 'paper'), ('Sheldon', 'hand', 'paper')]","[(1, 28, 5), (1, 30, 0), (1, 31, 2), (1, 31, 2), (2, 19, 2)]"
575,s02e13_seg02_clip_03,"[('Leonard', 'give', 'questionnaire'), ('Sheldon', 'give', 'test sheet')]","[(0, 31, 2), (1, 31, 2)]"
576,s02e13_seg02_clip_04,"[('Leonard', 'get', 'a bottle of water'), ('Leonard', 'close', 'door'), ('Sheldon', 'hold', 'paper')]","[(0, 17, 12), (0, 33, 0), (1, 41, 2)]"
577,s02e13_seg02_clip_05,"[('Leonard', 'hold', 'a bottle of water'), ('Sheldon', 'pick', 'bag'), ('Sheldon', 'pick', 'bag'), ('Sheldon', 'put', 'bag')]","[(0, 41, 12), (1, 11, 1), (1, 11, 1), (1, 2, 1)]"
578,s02e13_seg02_clip_06,"[('Sheldon', 'pick', 'toy'), ('Sheldon', 'leave', 'checkout line'), ('Sheldon', 'touch', 'a train set'), ('Sheldon', 'pick', 'train'), ('Sheldon', 'put', 'train'), ('Leonard', 'leave', 'Sheldon')]","[(1, 11, 16), (1, 21, 0), (1, 20, 10), (1, 11, 4), (1, 2, 4), (0, 21, 5)]"
579,s02e13_seg02_clip_07,[],[]
580,s02e13_seg02_clip_08,"[('Leonard', 'ask', 'Sheldon'), ('Sheldon', 'hold', 'book'), ('Leonard', 'hold', 'pretzel'), ('Leonard', 'pull', 'Sheldon'), ('Howard', 'carry', 'bag'), ('Leonard', 'pull', 'Sheldon'), ('Raj', 'enter', 'apartment'), ('Howard', 'enter', 'apartment'), ('Leonard', 'enter', 'apartment')]","[(0, 28, 5), (1, 41, 2), (0, 41, 12), (0, 40, 5), (3, 6, 1), (0, 40, 5), (4, 17, 0), (3, 17, 0), (0, 17, 0)]"
581,s02e13_seg02_clip_09,"[('Sheldon', 'answer', 'phone'), ('Leonard', 'hand', 'fork'), ('Sheldon', 'call', 'Kripke'), ('Sheldon', 'pick', 'phone'), ('Sheldon', 'pick', 'book'), ('Leonard', 'get', 'ready')]","[(0, 31, 14), (1, 29, 5), (1, 11, 8), (1, 11, 2), (0, 17, 21), (3, 17, 21)]"
582,s02e13_seg02_clip_10,[],[]
583,s02e13_seg02_clip_11,[],[]
584,s02e13_seg02_clip_12,[],[]
585,s02e13_seg02_clip_13,"[('Leonard', 'ask', 'Raj'), ('Leonard', 'ask', 'Howard'), ('Sheldon', 'enter', 'apartment')]","[(0, 28, 5), (0, 28, 5), (1, 17, 0)]"
586,s02e13_seg02_clip_14,"[('Kripke', 'call', 'Sheldon')]","[(2, 41, 12)]"
587,s02e13_seg02_clip_15,"[('Penny', 'pick', 'dinner'), ('Leonard', 'ask', 'Sheldon'), ('Penny', 'put', 'plate'), ('Sheldon', 'take', 'a package of chopsticks')]","[(2, 11, 12), (0, 28, 5), (2, 2, 12), (1, 6, 14)]"
588,s02e13_seg02_clip_16,"[('Sheldon', 'pick', 'container'), ('Kripke', 'put', 'floss')]","[(1, 11, 12), (2, 2, 13)]"
589,s02e13_seg02_clip_17,"[('Sheldon', 'eat', 'food'), ('Sheldon', 'hand', 'food'), ('Sheldon', 'take', 'plate')]","[(1, 24, 12), (1, 31, 12), (1, 6, 12)]"
590,s02e14_seg01_clip_00,"[('Sheldon', 'discuss', 'theater'), ('Leonard', 'discuss', 'theater')]","[(1, 0, 12), (0, 0, 12)]"
591,s02e14_seg01_clip_01,[],[]
592,s02e14_seg02_clip_00,"[('Sheldon', 'open', 'door'), ('Penny', 'put', 'ear'), ('Penny', 'shut', 'door'), ('Penny', 'ask', 'Leonard'), ('Sheldon', 'shut', 'door'), ('Sheldon', 'join', 'Penny'), ('Sheldon', 'open', 'door'), ('Penny', 'close', 'door'), ('Sheldon', 'enter', 'apartment')]","[(1, 30, 0), (2, 2, 13), (2, 37, 0), (2, 28, 5), (1, 37, 0), (1, 23, 5), (1, 30, 0), (2, 33, 0), (1, 17, 0)]"
593,s02e14_seg02_clip_01,"[('Sheldon', 'ear', 'twizzler'), ('Sheldon', 'get', 'something'), ('Sheldon', 'pull', 'twizzler'), ('Sheldon', 'open', 'can')]","[(1, 30, 10), (2, 14, 0), (1, 6, 3), (1, 31, 3)]"
594,s02e14_seg02_clip_02,"[('Sheldon', 'give', 'money'), ('Penny', 'wear', 'shirt')]","[(1, 31, 3), (2, 9, 1)]"
595,s02e14_seg02_clip_03,"[('Penny', 'take', 'money'), ('Leonard', 'get', 'mail'), ('Penny', 'take', 'money'), ('Sheldon', 'ask', 'Leonard'), ('Leonard', 'take', 'mail'), ('Leonard', 'open', 'mailbox'), ('Leonard', 'get', 'mail'), ('Leonard', 'take', 'mail'), ('Penny', 'take', 'money'), ('Penny', 'take', 'money')]","[(2, 6, 3), (0, 17, 9), (2, 6, 3), (1, 28, 5), (0, 6, 9), (0, 30, 9), (0, 17, 9), (0, 6, 9), (2, 6, 3), (2, 6, 3)]"
596,s02e14_seg02_clip_04,"[('Penny', 'receive', 'beret'), ('Penny', 'get', 'home'), ('Penny', 'get', 'mail'), ('Sheldon', 'hand', 'box'), ('Leonard', 'hold', 'mail')]","[(2, 11, 1), (2, 17, 0), (2, 17, 9), (1, 31, 2), (0, 41, 9)]"
597,s02e14_seg02_clip_05,"[('Penny', 'carry', 'box'), ('Penny', 'hold', 'box'), ('Howard', 'remove', 'money'), ('Penny', 'hold', 'mail')]","[(2, 6, 2), (2, 41, 2), (3, 7, 3), (2, 41, 9)]"
598,s02e14_seg02_clip_06,"[('Raj', 'eat', 'food'), ('Penny', 'eat', 'dinner'), ('Penny', 'pay', 'Leonard'), ('Howard', 'hold', 'tray')]","[(4, 24, 12), (2, 24, 12), (2, 16, 5), (3, 41, 12)]"
599,s02e14_seg02_clip_07,[],[]
600,s02e14_seg02_clip_08,"[('Leonard', 'ask', 'Penny'), ('Leonard', 'open', 'door'), ('Leonard', 'close', 'door'), ('Penny', 'sit', 'down')]","[(0, 28, 5), (0, 30, 0), (0, 33, 0), (0, 28, 5)]"
601,s02e14_seg02_clip_09,"[('Leonard', 'sit', 'down'), ('Leonard', 'wear', 'shirt')]","[(0, 9, 1), (2, 6, 12)]"
602,s02e14_seg02_clip_10,"[('Penny', 'pay', 'money'), ('Leonard', 'take', 'seat'), ('Penny', 'take', 'seat'), ('Leonard', 'sit', 'sofa')]","[(2, 16, 3), (0, 6, 0), (2, 6, 0), (0, 14, 0)]"
603,s02e14_seg02_clip_11,"[('Sheldon', 'hold', 'cup')]","[(1, 41, 12)]"
604,s02e14_seg02_clip_12,"[('Raj', 'get', 'card'), ('Sheldon', 'hold', 'mug')]","[(4, 17, 3), (1, 41, 12)]"
605,s02e14_seg02_clip_13,"[('Leonard', 'get', 'money'), ('Leonard', 'close', 'door'), ('Leonard', 'open', 'door'), ('Sheldon', 'hold', 'mug'), ('Sheldon', 'sit', 'floor')]","[(0, 17, 3), (0, 33, 0), (0, 30, 0), (1, 41, 12), (1, 14, 0)]"
606,s02e14_seg02_clip_14,"[('Howard', 'ask', 'Leonard'), ('Leonard', 'knock', 'door'), ('Leonard', 'ask', 'Kurt'), ('Leonard', 'knock', 'door')]","[(3, 28, 5), (0, 4, 0), (0, 28, 5), (0, 4, 0)]"
607,s02e14_seg02_clip_15,"[('Kurt', 'shut', 'door'), ('Leonard', 'knock', 'door'), ('Kurt', 'drink', 'beer'), ('Kurt', 'open', 'door')]","[(0, 4, 0), (1, 21, 5), (4, 21, 5), (3, 21, 5)]"
608,s02e14_seg02_clip_16,"[('Kurt', 'hold', 'beer'), ('Leonard', 'open', 'door'), ('Penny', 'knock', 'door'), ('Penny', 'enter', 'apartment')]","[(0, 30, 0), (2, 4, 0), (2, 17, 0), (2, 41, 3)]"
609,s02e14_seg02_clip_17,"[('Penny', 'tell', 'Leonard'), ('Kurt', 'pay', 'money'), ('Penny', 'give', 'money'), ('Sheldon', 'put', 'money'), ('Penny', 'put', 'dishtowel')]","[(2, 31, 3), (1, 2, 3), (2, 2, 7), (1, 6, 3), (2, 31, 3)]"
610,s02e14_seg02_clip_18,"[('Penny', 'exit', 'apartment'), ('Leonard', 'close', 'door')]","[(2, 21, 0), (0, 33, 0)]"
611,s02e15_seg01_clip_00,"[('Sheldon', 'put', 'a electric guitar'), ('Leonard', 'hold', 'phone')]","[(1, 2, 6), (0, 41, 8)]"
612,s02e15_seg01_clip_01,[],[]
613,s02e15_seg02_clip_00,"[('Penny', 'hold', 'a laundry basket'), ('Penny', 'shake', 'hand')]","[(2, 41, 1), (2, 38, 13)]"
614,s02e15_seg02_clip_01,"[('Pneey', 'ask', 'Beverley'), ('Penny', 'shake', 'hand')]","[(2, 38, 13), (2, 41, 1)]"
615,s02e15_seg02_clip_02,"[('Leonard', 'wear', 'shirt'), ('Penny', 'hold', 'basket'), ('Leonard', 'open', 'door'), ('Penny', 'knock', 'door'), ('Penny', 'climb', 'stair')]","[(0, 9, 1), (2, 41, 1), (0, 30, 0), (2, 4, 0), (0, 38, 13)]"
616,s02e15_seg02_clip_03,"[('Leonard', 'prepare', 'tea'), ('Beverley', 'drink', 'tea')]","[(0, 12, 12), (0, 17, 1)]"
617,s02e15_seg02_clip_04,[],[]
618,s02e15_seg02_clip_05,"[('Sheldon', 'have', 'a bottle of water')]","[(1, 41, 12)]"
619,s02e15_seg02_clip_06,[],[]
620,s02e15_seg02_clip_07,"[('Raj', 'sit', 'beside'), ('Howard', 'eat', 'lunch'), ('Raj', 'eat', 'lunch'), ('Leonard', 'ask', 'Howard')]","[(3, 24, 12), (4, 24, 12), (0, 28, 5), (0, 28, 5)]"
621,s02e15_seg02_clip_08,"[('Raj', 'drink', 'Water')]","[(4, 24, 12)]"
622,s02e15_seg02_clip_09,"[('Penny', 'wear', 'cap'), ('Leonard', 'hand', 'coat'), ('Leonard', 'pick', 'coat'), ('Leonard', 'leave', 'room'), ('Leonard', 'knock', 'door')]","[(2, 9, 1), (0, 31, 1), (0, 11, 1), (0, 21, 0), (0, 4, 0)]"
623,s02e15_seg02_clip_10,"[('Penny', 'give', 'bottle of wine'), ('Leonard', 'visit', 'Penny')]","[(2, 31, 12), (0, 17, 5)]"
624,s02e15_seg02_clip_11,"[('Penny', 'put', 'the bottle of wine'), ('Penny', 'get', 'part'), ('Leonard', 'get', 'affection'), ('Penny', 'drink', 'wine'), ('Penny', 'hold', 'bottle'), ('Penny', 'put', 'the wine bottle')]","[(2, 2, 12), (0, 17, 21), (2, 24, 12), (2, 41, 12), (2, 2, 12), (0, 24, 12)]"
625,s02e15_seg02_clip_12,[],[]
626,s02e15_seg02_clip_13,"[('Penny', 'drink', 'shot'), ('Leonard', 'drink', 'shot')]","[(2, 24, 21), (0, 24, 21)]"
627,s02e15_seg02_clip_14,"[('Leonard', 'kiss', 'Penny'), ('Sheldon', 'sit', 'on')]","[(0, 26, 5), (0, 26, 13)]"
628,s02e15_seg02_clip_15,"[('Leonard', 'throw', 'pillow'), ('Leonard', 'kiss', 'Penny'), ('Penny', 'kiss', 'Leonard')]","[(0, 8, 0), (0, 26, 5), (2, 26, 5)]"
629,s02e15_seg02_clip_16,[],[]
630,s02e15_seg02_clip_17,[],[]
631,s02e16_seg01_clip_00,"[('Howard', 'ask', 'Sheldon')]","[(3, 28, 5)]"
632,s02e16_seg01_clip_01,"[('Sheldon', 'lead', 'retreat')]","[(1, 41, 10)]"
633,s02e16_seg01_clip_02,[],[]
634,s02e16_seg02_clip_00,"[('Howard', 'sit', 'down'), ('Sheldon', 'discuss', 'budget cut'), ('Leonard', 'discuss', 'budget cut'), ('Sheldon', 'sit', 'down')]","[(1, 0, 3), (0, 0, 3), (4, 0, 3), (1, 41, 12)]"
635,s02e16_seg02_clip_01,"[('Leonard', 'ask', 'Howard')]","[(0, 28, 5)]"
636,s02e16_seg02_clip_02,"[('Sheldon', 'tell', 'Penny'), ('Sheldon', 'pick', 'bag')]","[(1, 11, 1), (2, 14, 0)]"
637,s02e16_seg02_clip_03,[],[]
638,s02e16_seg02_clip_04,[],[]
639,s02e16_seg02_clip_05,"[('Penny', 'ask', 'Leonard'), ('Penny', 'ask', 'Leonard'), ('Leonard', 'scrub', 'couch'), ('Penny', 'ask', 'Leonard')]","[(2, 28, 5), (2, 28, 5), (2, 28, 5), (2, 28, 5)]"
640,s02e16_seg02_clip_06,"[('Leonard', 'hold', 'bucket'), ('Leonard', 'put', 'bucket'), ('Leonard', 'put', 'bucket')]","[(0, 41, 12), (0, 2, 12), (0, 2, 12)]"
641,s02e16_seg02_clip_07,[],[]
642,s02e16_seg02_clip_08,[],[]
643,s02e16_seg02_clip_09,"[('Sheldon', 'sit', 'arm'), ('Sheldon', 'sit', 'chair'), ('Penny', 'call', 'Sheldon'), ('Leonard', 'call', 'Sheldon'), ('Howard', 'pick', 'couch'), ('Sheldon', 'sit', 'couch')]","[(1, 14, 13), (1, 14, 0), (2, 29, 5), (0, 29, 5), (3, 11, 0), (1, 14, 0)]"
644,s02e16_seg02_clip_10,[],[]
645,s02e16_seg02_clip_11,"[('Leonard', 'eat', 'Chinese food'), ('Leonard', 'eat', 'food'), ('Howard', 'leave', 'apartment'), ('Leslie', 'invite', 'Howard'), ('Howard', 'leave', 'Leonard')]","[(0, 24, 12), (0, 24, 12), (3, 21, 0), (5, 28, 5), (3, 21, 5)]"
646,s02e16_seg02_clip_12,[],[]
647,s02e16_seg02_clip_13,"[('Leonard', 'enter', 'room'), ('Howard', 'get', 'upset'), ('Sheldon', 'eat', 'cereal'), ('Sheldon', 'eat', 'cereal'), ('Sheldon', 'sit', 'couch')]","[(0, 17, 0), (3, 17, 21), (1, 24, 12), (1, 24, 12), (1, 14, 0)]"
648,s02e16_seg02_clip_14,"[('Sheldon', 'put', 'cereal'), ('Penny', 'hold', 'pillow'), ('Sheldon', 'eat', 'cereal'), ('Penny', 'put', 'hand'), ('Sheldon', 'sit', 'couch')]","[(1, 2, 12), (2, 41, 0), (1, 24, 12), (2, 2, 13), (1, 14, 0)]"
649,s02e16_seg02_clip_15,"[('Penny', 'put', 'finger'), ('Leonard', 'sit', 'couch'), ('Penny', 'sit', 'couch'), ('Leonard', 'sit', 'couch'), ('Sheldon', 'sit', 'couch'), ('Penny', 'ask', 'Leonard')]","[(2, 2, 13), (0, 14, 0), (2, 14, 0), (0, 14, 0), (1, 14, 0), (2, 28, 5)]"
650,s02e16_seg02_clip_16,"[('Leonard', 'ask', 'Sheldon'), ('Leslie', 'open', 'door'), ('Leonard', 'put', 'hand')]","[(0, 28, 5), (5, 30, 0), (0, 2, 13)]"
651,s02e17_seg01_clip_00,"[('Raj', 'give', 'screwdriver'), ('Howard', 'put', 'hand'), ('Penny', 'enter', 'apartment'), ('Penny', 'hand', 'suitcase')]","[(4, 31, 2), (3, 2, 13), (2, 17, 0), (2, 31, 1)]"
652,s02e17_seg01_clip_01,"[('Sheldon', 'call', 'Penny')]","[(1, 29, 5)]"
653,s02e17_seg02_clip_00,[],[]
654,s02e17_seg02_clip_01,[],[]
655,s02e17_seg02_clip_02,"[('Raj', 'wear', 'jacket')]","[(4, 9, 1)]"
656,s02e17_seg02_clip_03,[],[]
657,s02e17_seg02_clip_04,"[('Raj', 'call', 'Howard'), ('Raj', 'ask', 'Howard'), ('Howard', 'get', 'ready')]","[(4, 29, 5), (4, 28, 5), (3, 17, 21)]"
658,s02e17_seg02_clip_05,"[('Leonard', 'ask', 'Howard'), ('Leonard', 'take', 'shot'), ('Leonard', 'take', 'shot'), ('Raj', 'leave', 'train'), ('Leonard', 'ask', 'Howard')]","[(0, 28, 5), (0, 6, 21), (0, 6, 21), (4, 21, 4), (0, 28, 5)]"
659,s02e17_seg02_clip_06,[],[]
660,s02e17_seg02_clip_07,"[('Sheldon', 'put', 'laptop')]","[(1, 2, 8)]"
661,s02e17_seg02_clip_08,"[('Raj', 'hold', 'Bootle'), ('Raj', 'hold', 'beer')]","[(4, 41, 0), (4, 41, 12)]"
662,s02e17_seg02_clip_09,"[('Penny', 'sit', 'couch'), ('Leonard', 'take', 'phone')]","[(2, 14, 0), (0, 6, 8)]"
663,s02e17_seg02_clip_10,[],[]
664,s02e17_seg02_clip_11,"[('Raj', 'call', 'Howard'), ('Howard', 'shake', 'head'), ('Howard', 'sit', 'booth')]","[(4, 29, 5), (3, 38, 13), (3, 14, 0)]"
665,s02e17_seg02_clip_12,"[('Raj', 'hold', 'bottle'), ('Raj', 'take', 'bottle'), ('Raj', 'take', 'beer'), ('Raj', 'sit', 'table')]","[(4, 41, 12), (4, 6, 12), (4, 6, 12), (4, 14, 10)]"
666,s02e17_seg02_clip_13,"[('Penny', 'get', 'box'), ('Raj', 'put', 'beer'), ('Sheldon', 'get', 'box'), ('Sheldon', 'put', 'phone'), ('Leonard', 'return', 'phone'), ('Penny', 'pick', 'letter'), ('Raj', 'put', 'beverage')]","[(2, 17, 2), (4, 2, 12), (1, 17, 2), (1, 2, 8), (0, 31, 8), (2, 11, 9), (4, 2, 12)]"
667,s02e17_seg02_clip_14,"[('Penny', 'hold', 'box'), ('Leonard', 'sit', 'down')]","[(2, 41, 2), (2, 11, 2)]"
668,s02e17_seg02_clip_15,"[('Penny', 'hold', 'box'), ('Penny', 'open', 'box'), ('Penny', 'put', 'box'), ('Leonard', 'put', 'sweetener')]","[(2, 41, 2), (2, 30, 2), (2, 2, 2), (0, 2, 12)]"
669,s02e17_seg02_clip_16,"[('Howard', 'put', 'arm'), ('Howard', 'take', 'selfie'), ('Howard', 'take', 'phone'), ('Howard', 'take', 'photo')]","[(3, 2, 13), (3, 6, 10), (3, 6, 8), (3, 6, 2)]"
670,s02e18_seg01_clip_00,[],[]
671,s02e18_seg01_clip_01,"[('Sheldon', 'hold', 'clipboard'), ('Sheldon', 'knock', 'door'), ('Sheldon', 'knock', 'door')]","[(1, 41, 2), (1, 4, 0), (1, 4, 0)]"
672,s02e18_seg01_clip_02,"[('Sheldon', 'hold', 'clipboard'), ('Penny', 'hold', 'box'), ('Sheldon', 'enter', 'room'), ('Penny', 'enter', 'room'), ('Sheldon', 'close', 'door'), ('Penny', 'ask', 'Sheldon'), ('Sheldon', 'hand', 'pen')]","[(1, 41, 2), (2, 41, 2), (1, 17, 0), (2, 17, 0), (1, 33, 0), (2, 28, 5), (1, 31, 2)]"
673,s02e18_seg01_clip_03,"[('Sheldon', 'ask', 'Penny'), ('Sheldon', 'ask', 'Penny'), ('Penny', 'open', 'box'), ('Penny', 'carry', 'bag'), ('Penny', 'ask', 'Sheldon')]","[(1, 28, 5), (1, 28, 5), (2, 30, 2), (2, 6, 1), (2, 28, 5)]"
674,s02e18_seg01_clip_04,"[('Penny', 'ask', 'Sheldon'), ('Sheldon', 'shut', 'door'), ('Sheldon', 'open', 'door'), ('Sheldon', 'shut', 'door'), ('Penny', 'ask', 'Sheldon')]","[(2, 28, 5), (1, 37, 0), (1, 30, 0), (1, 37, 0), (2, 28, 5)]"
675,s02e18_seg02_clip_00,"[('Sheldon', 'sit', 'down'), ('Penny', 'sit', 'couch'), ('Sheldon', 'give', 'advice'), ('Penny', 'throw', 'hands')]","[(2, 14, 0), (1, 31, 2), (2, 8, 13), (2, 2, 11)]"
676,s02e18_seg02_clip_01,"[('Penny', 'open', 'door'), ('Leonard', 'open', 'door'), ('Penny', 'sit', 'couch'), ('Leonard', 'leave', 'Raj'), ('Leonard', 'open', 'door'), ('Leonard', 'sit', 'down')]","[(2, 30, 0), (0, 30, 0), (2, 14, 0), (0, 21, 5), (0, 30, 0), (0, 30, 0)]"
677,s02e18_seg02_clip_02,"[('Raj', 'close', 'door')]","[(4, 33, 0)]"
678,s02e18_seg02_clip_03,"[('Howard', 'hold', 'Glitter'), ('Penny', 'take', 'Howard'), ('Raj', 'discuss', 'ways')]","[(3, 41, 10), (2, 6, 5), (4, 0, 10)]"
679,s02e18_seg02_clip_04,"[('Penny', 'take', 'nap'), ('Howard', 'shut', 'door'), ('Sheldon', 'leave', 'Penny'), ('Sheldon', 'leave', 'apartment')]","[(2, 6, 0), (3, 37, 0), (1, 21, 5), (1, 21, 0)]"
680,s02e18_seg02_clip_05,[],[]
681,s02e18_seg02_clip_06,"[('Penny', 'ask', 'Sheldon'), ('Penny', 'put', 'hand')]","[(2, 28, 5), (2, 2, 13)]"
682,s02e18_seg02_clip_07,"[('Raj', 'sit', 'down')]","[(4, 14, 0)]"
683,s02e18_seg02_clip_08,[],[]
684,s02e18_seg02_clip_09,[],[]
685,s02e18_seg02_clip_10,"[('Penny', 'pour', 'Coffee'), ('Penny', 'hand', 'mug'), ('Penny', 'pour', 'drink'), ('Penny', 'pour', 'coffee'), ('Penny', 'sit', 'couch'), ('Sheldon', 'take', 'cup'), ('Leonard', 'sit', 'couch')]","[(2, 35, 12), (2, 31, 12), (2, 35, 12), (2, 35, 12), (2, 14, 0), (1, 6, 12), (0, 14, 0)]"
686,s02e18_seg02_clip_11,"[('Sheldon', 'leave', 'area')]","[(1, 21, 2)]"
687,s02e18_seg02_clip_12,[],[]
688,s02e18_seg02_clip_13,"[('Sheldon', 'run', 'into')]","[(1, 17, 0)]"
689,s02e19_seg01_clip_00,"[('Leonard', 'wear', 'shirt'), ('Penny', 'walk', 'into')]","[(0, 9, 1), (2, 8, 1)]"
690,s02e19_seg01_clip_01,"[('Raj', 'whisper', 'to')]","[(3, 14, 0)]"
691,s02e19_seg02_clip_00,"[('Sheldon', 'ask', 'Leonard'), ('Raj', 'walk', 'up')]","[(1, 28, 5), (0, 41, 13)]"
692,s02e19_seg02_clip_01,"[('Leonard', 'call', 'Penny'), ('Leonard', 'call', 'Penny'), ('Leonard', 'leave', 'house'), ('Sheldon', 'remove', 'hernia'), ('Sheldon', 'shake', 'box'), ('Leonard', 'take', 'phone'), ('Penny', 'call', 'Leonard'), ('Leonard', 'take', 'phone')]","[(0, 29, 5), (0, 29, 5), (0, 21, 0), (1, 7, 22), (1, 38, 2), (0, 6, 8), (2, 29, 5), (0, 6, 8)]"
693,s02e19_seg02_clip_02,[],[]
